State,Educated People,Unemployed People,Unemployment Rate %
Goa,8055,2189,27.17566728739913
Nagaland,5285,1290,24.408703878902553
Uttarakhand,6372,723,11.346516007532957
Manipur,4733,528,11.155715191210648
Goa,9853,1185,12.026793869887344
Manipur,4434,488,11.005863779882723
Nagaland,7744,1094,14.12706611570248
Jharkhand,7539,812,10.770659238625813
Manipur,8716,1324,15.190454336851767
Madhya Pradesh,9880,1256,12.712550607287449
Assam,3837,913,23.794631222309096
Bihar,506,124,24.50592885375494
Andhra Pradesh,2300,513,22.304347826086957
Madhya Pradesh,5549,940,16.939989187240943
Madhya Pradesh,9845,2635,26.764855256475368
Madhya Pradesh,4248,694,16.337099811676083
Punjab,3266,695,21.279853031230864
Andhra Pradesh,4047,794,19.61947121324438
Nagaland,6294,1785,28.36034318398475
West Bengal,8699,1063,12.219795378779171
Assam,9446,1650,17.467711200508152
Odisha,9873,1544,15.638610351463589
Punjab,5107,727,14.235363226943413
Chhattisgarh,3377,410,12.140953509031686
West Bengal,6309,1136,18.006023141543825
Sikkim,985,224,22.741116751269036
Tripura,1102,134,12.159709618874773
Goa,9366,1271,13.57036087977792
Nagaland,5033,1033,20.524538048877407
Gujarat,6294,899,14.283444550365425
Meghalaya,5173,592,11.444036342547845
Arunachal Pradesh,7583,1952,25.741790847949357
Meghalaya,5887,1339,22.745031425174112
Jharkhand,7063,1122,15.885601019396855
Tamil Nadu,4229,499,11.79947978245448
Maharashtra,4444,934,21.01710171017102
Nagaland,5052,523,10.352335708630244
Madhya Pradesh,8980,2208,24.587973273942094
Sikkim,5813,1532,26.354722174436606
Tamil Nadu,1016,222,21.8503937007874
Maharashtra,709,113,15.937940761636108
Odisha,7120,1590,22.331460674157302
Meghalaya,5039,588,11.668981940861283
Assam,3411,937,27.46995016124304
Kerala,709,92,12.976022566995768
Jharkhand,4760,939,19.72689075630252
Odisha,9997,1416,14.164249274782433
Himachal Pradesh,3832,567,14.796450939457204
Tamil Nadu,9461,1811,19.14173977380827
Punjab,3136,921,29.368622448979593
Meghalaya,1148,334,29.094076655052266
Chhattisgarh,5909,1363,23.0665087155187
Karnataka,4757,1007,21.168803867984025
Nagaland,8043,2209,27.464876289941564
Gujarat,4298,1078,25.0814332247557
Tamil Nadu,5713,1184,20.724663049186066
Madhya Pradesh,3116,861,27.631578947368425
Himachal Pradesh,6839,945,13.817809621289662
Himachal Pradesh,3934,845,21.479410269445857
Himachal Pradesh,7964,2022,25.389251632345555
Madhya Pradesh,7400,1858,25.108108108108105
Goa,8800,1906,21.65909090909091
Odisha,4865,1364,28.03699897225077
Assam,1614,217,13.444857496902108
Goa,1696,467,27.535377358490564
Uttar Pradesh,8022,2369,29.531288955372727
Goa,6820,1991,29.193548387096772
Chhattisgarh,7344,784,10.675381263616558
Karnataka,981,285,29.051987767584098
West Bengal,6618,1017,15.367180417044423
Nagaland,2522,558,22.12529738302934
Uttarakhand,4880,829,16.987704918032787
Kerala,3871,447,11.547403771635237
Nagaland,8456,2205,26.076158940397352
Himachal Pradesh,1788,411,22.986577181208055
Tripura,6947,967,13.919677558658414
Bihar,4345,1229,28.285385500575373
Mizoram,4272,1150,26.919475655430713
Kerala,4771,554,11.611821421085725
Uttar Pradesh,4391,1112,25.324527442496013
Odisha,4064,1135,27.928149606299215
Meghalaya,5505,1442,26.194368755676656
Uttar Pradesh,8007,805,10.053703009866368
Bihar,7450,1426,19.140939597315437
Tamil Nadu,9680,1533,15.83677685950413
Chhattisgarh,5895,1721,29.19423240033927
Haryana,6762,1958,28.955930198166225
Sikkim,766,139,18.14621409921671
Sikkim,3293,390,11.843303978135438
Bihar,2026,394,19.447186574531095
Tripura,2855,329,11.523642732049037
Kerala,1671,265,15.858767205266307
Telangana,8361,1506,18.012199497667744
Meghalaya,4545,794,17.46974697469747
Maharashtra,4669,1080,23.131291497108588
Uttarakhand,5265,703,13.352326685660017
Meghalaya,4661,684,14.674962454408924
Arunachal Pradesh,9583,2588,27.006156735886467
Kerala,4969,1094,22.016502314348962
Telangana,4679,673,14.38341525967087
Goa,2644,456,17.246596066565807
Uttarakhand,9262,2700,29.15137119412654
Chhattisgarh,7826,842,10.759008433427038
West Bengal,8617,1701,19.740048740861088
Andhra Pradesh,1304,336,25.766871165644172
Goa,8078,1560,19.31171081950978
Kerala,9372,1834,19.5689287238583
Maharashtra,9844,2457,24.959366111336855
Uttarakhand,7470,2157,28.87550200803213
West Bengal,2003,471,23.514727908137793
Haryana,2565,405,15.789473684210526
West Bengal,5051,1447,28.647792516333396
Himachal Pradesh,7931,2075,26.163157231118394
Kerala,9066,1899,20.946393117140964
Arunachal Pradesh,5545,1274,22.97565374211001
Manipur,4211,575,13.654713844692473
Gujarat,5470,1286,23.510054844606948
Kerala,1002,232,23.15369261477046
Karnataka,909,260,28.6028602860286
Tamil Nadu,2237,421,18.819848010728656
Uttar Pradesh,3526,1034,29.32501418037436
Andhra Pradesh,4232,1186,28.024574669187146
Odisha,9901,2730,27.572972427027576
Himachal Pradesh,1283,225,17.537022603273577
Gujarat,9374,1141,12.171965009601024
Tamil Nadu,9370,999,10.661686232657418
West Bengal,6025,1328,22.04149377593361
Kerala,7910,1870,23.640960809102403
Bihar,3897,924,23.710546574287914
Rajasthan,7753,1384,17.85115439184832
Chhattisgarh,5738,1510,26.31578947368421
Chhattisgarh,8799,1661,18.877145130128422
Nagaland,7118,2016,28.32256251756111
Rajasthan,4485,1194,26.62207357859532
West Bengal,1468,160,10.899182561307901
Meghalaya,5381,1209,22.467942761568484
Punjab,1161,208,17.915590008613265
Himachal Pradesh,8487,1310,15.435371745021797
Uttarakhand,8238,937,11.374119932022335
Uttarakhand,7598,1919,25.256646485917344
Jharkhand,6180,742,12.006472491909385
Odisha,8397,949,11.301655353102298
Nagaland,5696,1468,25.77247191011236
Haryana,4133,928,22.453423663198645
Tripura,1187,163,13.732097725358045
Punjab,2665,386,14.484052532833019
Bihar,7194,932,12.955240478176258
Jharkhand,4979,1264,25.386623820044186
Meghalaya,5826,1053,18.074150360453142
Mizoram,2725,632,23.192660550458715
Telangana,8771,1006,11.469615779272603
Haryana,1939,491,25.322331098504385
Sikkim,3461,746,21.554464027737648
Bihar,7171,1501,20.93152977269558
West Bengal,7515,989,13.160345974717233
Haryana,8609,2096,24.346614008595655
Himachal Pradesh,5030,1104,21.94831013916501
Goa,9839,2391,24.30125012704543
Goa,9655,1416,14.665976178146039
Arunachal Pradesh,2901,546,18.821096173733196
Telangana,1640,425,25.914634146341463
Manipur,4208,1133,26.924904942965778
Gujarat,1528,269,17.604712041884817
Nagaland,3775,461,12.211920529801326
Himachal Pradesh,9894,2100,21.224984839296543
Uttarakhand,3481,909,26.113185866130422
Arunachal Pradesh,5186,656,12.649440802159662
Assam,4442,599,13.484916704187302
Mizoram,5278,569,10.780598711633194
Assam,7461,2023,27.114327838091405
Kerala,6160,869,14.107142857142858
Karnataka,5471,1097,20.05117894352038
Rajasthan,2426,382,15.74608408903545
Chhattisgarh,6256,763,12.196291560102301
Manipur,1986,295,14.8539778449144
Tripura,2276,515,22.627416520210897
Rajasthan,7897,2212,28.010636950740786
Haryana,2988,602,20.147255689424366
Goa,3233,370,11.444478812248686
Manipur,9462,2128,22.48995983935743
Odisha,6636,1599,24.095840867992766
Manipur,1039,243,23.387872954764198
Meghalaya,5475,1007,18.39269406392694
Punjab,9553,1135,11.881084476080812
Andhra Pradesh,6521,1795,27.52645299800644
Telangana,2828,806,28.5007072135785
Uttar Pradesh,3105,850,27.375201288244767
West Bengal,7870,1536,19.51715374841169
Gujarat,993,181,18.22759315206445
Jharkhand,1528,331,21.662303664921467
Tripura,4330,653,15.080831408775982
Arunachal Pradesh,4696,640,13.62862010221465
Kerala,8785,1944,22.128628343767787
Telangana,2202,343,15.576748410535876
Gujarat,4126,866,20.98885118759089
Himachal Pradesh,9495,1771,18.65192206424434
Chhattisgarh,9225,2482,26.90514905149051
Madhya Pradesh,4154,1187,28.57486759749639
Bihar,9171,2513,27.401591974702868
Goa,9867,1958,19.84392419175028
Uttarakhand,3955,1177,29.759797724399494
Madhya Pradesh,8510,2057,24.17156286721504
Odisha,8383,1400,16.700465227245616
Andhra Pradesh,554,70,12.63537906137184
Arunachal Pradesh,4009,503,12.546769768021951
Rajasthan,2774,417,15.03244412400865
Maharashtra,5189,997,19.213721333590286
Uttarakhand,6200,1202,19.387096774193548
Mizoram,5371,928,17.27797430646062
Kerala,2537,646,25.463145447378793
Sikkim,9814,1313,13.378846545750969
Manipur,8863,2474,27.913798939411034
Maharashtra,4881,1273,26.080721163695962
Himachal Pradesh,4034,824,20.426375805651958
Bihar,5349,1485,27.762198541783512
Jharkhand,3431,415,12.095598950743224
Nagaland,9918,2909,29.33051018350474
Goa,5824,1115,19.144917582417584
Uttarakhand,7118,2008,28.210171396459682
West Bengal,1380,206,14.927536231884059
Kerala,9730,1898,19.506680369989724
Maharashtra,9874,1408,14.25967186550537
Jharkhand,2242,377,16.81534344335415
Maharashtra,2526,452,17.89390340459224
Maharashtra,9609,1959,20.38713705900718
Mizoram,9957,1006,10.103444812694587
Tripura,8288,1427,17.21766409266409
Uttarakhand,2290,320,13.973799126637553
Nagaland,4347,454,10.443984357027835
Tamil Nadu,9672,2280,23.573200992555833
Uttar Pradesh,6279,1164,18.53798375537506
Maharashtra,3830,717,18.720626631853786
Haryana,2196,356,16.21129326047359
Uttarakhand,8279,1748,21.113661070177557
Nagaland,8743,1582,18.094475580464373
Chhattisgarh,3121,670,21.467478372316563
Kerala,1194,216,18.090452261306535
Meghalaya,5373,781,14.535641168806999
Uttar Pradesh,6970,953,13.672883787661405
Himachal Pradesh,1545,450,29.126213592233007
Uttarakhand,2981,303,10.164374371016438
West Bengal,1825,206,11.287671232876713
Gujarat,4041,655,16.208859193268992
Haryana,2659,643,24.18202331703648
Sikkim,6534,1551,23.737373737373737
Telangana,5040,1409,27.956349206349206
Tripura,4856,1190,24.505766062602966
Uttarakhand,6608,897,13.574455205811137
West Bengal,7879,1537,19.50755171976139
Kerala,1231,162,13.160032493907392
Goa,9473,2036,21.492663359020373
Nagaland,5041,1354,26.859750049593334
Rajasthan,6506,1572,24.162311712265602
Telangana,3238,402,12.415071031500927
Tripura,4288,1075,25.069962686567166
Telangana,1433,402,28.053035589672014
Telangana,8313,952,11.451942740286299
Uttar Pradesh,5416,1477,27.271048744460856
Jharkhand,6192,783,12.645348837209303
Andhra Pradesh,8466,1659,19.59603118355776
Gujarat,5755,607,10.547350130321458
Punjab,7880,2114,26.82741116751269
Haryana,5447,958,17.58766293372499
Odisha,3086,648,20.99805573558004
Gujarat,4229,796,18.822416646961457
Bihar,8051,1545,19.190162712706496
Goa,4276,1186,27.736202057998128
Tripura,6186,1626,26.285160038797283
Jharkhand,4574,755,16.5063401836467
Goa,5676,578,10.18322762508809
West Bengal,9421,1487,15.78388706082157
Mizoram,5333,1341,25.14532158259891
Uttarakhand,9104,2619,28.76757469244288
Gujarat,4974,1316,26.457579412947325
Uttar Pradesh,3461,848,24.501589136087837
Kerala,5755,1619,28.132059079061683
Nagaland,7839,1777,22.66870774333461
Rajasthan,7860,1118,14.223918575063612
Uttarakhand,1829,327,17.87862219792236
Haryana,3004,307,10.219707057256992
Sikkim,4040,473,11.707920792079209
Odisha,5109,1350,26.423957721667644
Karnataka,7152,1337,18.69407158836689
Gujarat,4767,1159,24.312985105936647
Chhattisgarh,2307,266,11.53012570437798
West Bengal,5388,1464,27.171492204899778
Haryana,5564,940,16.89432063263839
Meghalaya,8781,2056,23.414189727821434
Maharashtra,7398,1109,14.990537983238713
Bihar,7639,1626,21.285508574420735
Gujarat,7330,738,10.068212824010914
West Bengal,5173,634,12.255944326309685
Kerala,1724,498,28.886310904872392
Haryana,4236,1145,27.03021718602455
Kerala,2673,799,29.89150766928545
Mizoram,3461,805,23.259173649234324
Tamil Nadu,8987,2412,26.83876710804495
Chhattisgarh,7674,1555,20.26322647902007
Odisha,3526,628,17.81055019852524
Kerala,1764,269,15.249433106575964
Punjab,6211,738,11.882144582192884
Assam,8699,1565,17.990573629152777
Uttarakhand,1909,254,13.305395495023573
Mizoram,9988,2709,27.12254705646776
Jharkhand,2705,652,24.10351201478743
Goa,8512,1480,17.387218045112782
Himachal Pradesh,4949,740,14.952515659729237
Nagaland,4070,841,20.66339066339066
Mizoram,1698,452,26.61955241460542
Madhya Pradesh,7013,998,14.230714387565948
Uttar Pradesh,3961,574,14.491290078263063
West Bengal,6025,802,13.311203319502074
Goa,9707,2743,28.257958174513238
West Bengal,2525,284,11.247524752475249
West Bengal,7043,1249,17.73392020445833
Uttar Pradesh,4571,1282,28.046379348063883
West Bengal,6623,1900,28.68790578287785
Uttarakhand,4897,514,10.496222176842965
Odisha,7113,837,11.767186840995361
Madhya Pradesh,5662,1161,20.505121865065348
Arunachal Pradesh,1674,191,11.409796893667862
West Bengal,3292,456,13.851761846901582
Karnataka,1556,186,11.953727506426736
Bihar,9936,1825,18.36755233494364
Mizoram,7294,919,12.599396764463943
West Bengal,5311,1148,21.615514968932402
Gujarat,3949,717,18.156495315269687
Andhra Pradesh,7047,1129,16.021001844756633
Haryana,8515,2505,29.418672930123314
Uttar Pradesh,2572,365,14.191290824261275
Bihar,2853,550,19.27795303189625
West Bengal,3366,975,28.96613190730838
Tripura,3527,405,11.482846611851432
Rajasthan,7938,1585,19.96724615772235
Chhattisgarh,2490,543,21.80722891566265
Madhya Pradesh,1881,435,23.125996810207337
Sikkim,5393,1086,20.13721490821435
Nagaland,6872,1621,23.588474970896392
Tamil Nadu,5529,779,14.0893470790378
Himachal Pradesh,3184,899,28.234924623115575
Meghalaya,2721,553,20.3234105108416
Gujarat,580,158,27.241379310344826
Karnataka,7214,2121,29.401164402550595
Arunachal Pradesh,8357,1874,22.424314945554624
Chhattisgarh,709,71,10.01410437235543
Chhattisgarh,1685,422,25.044510385756674
West Bengal,974,279,28.64476386036961
Maharashtra,5579,1358,24.341279799247175
Maharashtra,806,126,15.632754342431761
Jharkhand,4612,938,20.33824804856895
Himachal Pradesh,5024,592,11.78343949044586
Gujarat,7438,927,12.463027695617102
Madhya Pradesh,2015,291,14.44168734491315
Assam,5326,685,12.86143447239955
Bihar,5146,646,12.553439564710455
Himachal Pradesh,8983,1314,14.627629967716798
Mizoram,3193,938,29.37676166614469
Goa,9683,2336,24.12475472477538
Himachal Pradesh,3628,869,23.952590959206173
Telangana,1734,288,16.608996539792386
Sikkim,9421,2818,29.91189894915614
Tamil Nadu,1751,352,20.102798400913763
Goa,9731,1800,18.497585037508994
Telangana,851,223,26.204465334900117
West Bengal,6563,1265,19.274721925948498
Uttarakhand,8983,1477,16.442168540576645
Chhattisgarh,5362,1500,27.974636329727716
Kerala,8400,2456,29.23809523809524
West Bengal,1107,113,10.20776874435411
Assam,8845,2489,28.14019219898248
Gujarat,8198,2283,27.84825567211515
Gujarat,5079,511,10.061035636936404
Tripura,4686,1095,23.367477592829704
Madhya Pradesh,2343,262,11.182244985061887
Nagaland,3438,344,10.005817335660268
Mizoram,978,233,23.824130879345603
Goa,5535,1169,21.12014453477868
Andhra Pradesh,6914,1943,28.102400925658085
Karnataka,8953,1742,19.45716519602368
Nagaland,3540,542,15.310734463276837
Madhya Pradesh,6772,1259,18.591258121677495
Chhattisgarh,6818,1280,18.773833968905837
Karnataka,4856,1375,28.31548599670511
Arunachal Pradesh,5425,1298,23.92626728110599
Jharkhand,8457,937,11.07957904694336
Mizoram,6383,745,11.671627761240796
Maharashtra,9075,1950,21.487603305785125
Punjab,1115,259,23.228699551569505
Jharkhand,1707,466,27.299355594610425
Madhya Pradesh,4281,889,20.766176127073113
Madhya Pradesh,8292,1776,21.41823444283647
Punjab,1015,223,21.970443349753694
Kerala,2340,669,28.589743589743588
Mizoram,7533,1749,23.21784149741139
Tripura,5382,1525,28.335191378669638
Odisha,1725,275,15.942028985507244
Goa,6808,1178,17.303172737955347
Manipur,8759,1121,12.79826464208243
Chhattisgarh,8624,2249,26.07838589981447
Odisha,5171,1306,25.256236704699287
Chhattisgarh,700,148,21.142857142857142
Odisha,2949,413,14.004747371990506
Meghalaya,4442,949,21.36425033768573
Andhra Pradesh,8544,1506,17.626404494382022
Nagaland,3560,560,15.730337078651685
Goa,2271,383,16.86481726111845
Kerala,7150,1785,24.965034965034967
Madhya Pradesh,7103,1384,19.484724764184147
Goa,5149,876,17.01301223538551
Himachal Pradesh,7602,1544,20.310444619836883
Manipur,7535,2074,27.52488387524884
Mizoram,2520,713,28.293650793650794
Mizoram,2627,347,13.208983631518842
Karnataka,1362,375,27.53303964757709
Goa,3956,964,24.3680485338726
Telangana,9194,1060,11.52925821187731
Meghalaya,2709,555,20.487264673311184
Bihar,673,92,13.670133729569093
Gujarat,9797,2785,28.42706951107482
Mizoram,3993,758,18.9832206361132
Odisha,5914,597,10.094690564761583
Mizoram,1027,197,19.182083739045762
Karnataka,6698,1989,29.695431472081218
Meghalaya,4941,1223,24.752074478850435
Sikkim,5281,1512,28.630941109638325
Arunachal Pradesh,3489,509,14.588707366007453
Telangana,2691,764,28.390932738758828
Karnataka,7602,1186,15.601157590107867
Madhya Pradesh,5859,866,14.78067929680833
Punjab,3694,781,21.14239306984299
Assam,7208,1309,18.160377358490564
Punjab,7254,1656,22.8287841191067
Odisha,3445,763,22.148040638606677
Punjab,8407,1042,12.394433210419887
Haryana,592,173,29.222972972972972
Haryana,7183,742,10.32994570513713
Arunachal Pradesh,1777,339,19.07709622960045
Madhya Pradesh,7539,1448,19.20679135163815
Rajasthan,5789,864,14.924857488339955
Madhya Pradesh,1014,288,28.402366863905325
Tamil Nadu,5580,1214,21.75627240143369
Uttarakhand,9715,2577,26.525990735975295
Haryana,7687,1118,14.544035384415247
Madhya Pradesh,2425,682,28.123711340206185
Mizoram,623,153,24.558587479935795
Mizoram,2453,344,14.02364451691806
Gujarat,2766,563,20.354302241503976
Chhattisgarh,9920,1203,12.127016129032258
Maharashtra,4450,1055,23.70786516853933
Rajasthan,1948,265,13.60369609856263
Uttarakhand,3673,775,21.099918322896816
Madhya Pradesh,1539,283,18.38856400259909
West Bengal,8521,1777,20.854359816922894
Sikkim,3722,472,12.681354110693178
Arunachal Pradesh,8366,2197,26.261056657901026
Uttarakhand,8815,1283,14.554736245036871
Odisha,1242,196,15.780998389694043
Gujarat,4599,1361,29.59338986736247
Tripura,2125,330,15.529411764705884
Assam,8909,2634,29.565607812324618
Uttarakhand,3255,741,22.764976958525345
Manipur,7726,934,12.089049961170074
Uttar Pradesh,5512,1383,25.090711175616836
Maharashtra,5808,880,15.151515151515152
West Bengal,4320,874,20.23148148148148
Uttar Pradesh,4875,645,13.230769230769232
Goa,7287,1210,16.604912858515164
Maharashtra,6583,1753,26.629196415008355
Sikkim,5236,1430,27.310924369747898
Kerala,1987,201,10.1157523905385
Tripura,4507,1336,29.642777901042823
Goa,6926,1668,24.08316488593705
Uttar Pradesh,4044,745,18.422354104846686
Nagaland,7246,1718,23.709632900910847
Uttar Pradesh,4598,483,10.504567203131797
Madhya Pradesh,9917,2371,23.90844005243521
Rajasthan,4246,615,14.484220442769665
Gujarat,7104,1509,21.241554054054053
Meghalaya,2121,335,15.794436586515795
Jharkhand,6198,1011,16.311713455953534
Karnataka,1200,201,16.75
Himachal Pradesh,8721,2438,27.95550968925582
Uttarakhand,9724,2034,20.917317976141504
Mizoram,9800,2768,28.244897959183675
Goa,3284,896,27.28380024360536
Gujarat,1581,315,19.924098671726757
Mizoram,6900,1445,20.942028985507246
Gujarat,5863,1021,17.414293024049122
Mizoram,4286,982,22.91180587960803
Gujarat,6016,705,11.71875
Telangana,3120,653,20.92948717948718
Arunachal Pradesh,9389,1356,14.442432633933327
Meghalaya,7140,1074,15.042016806722689
Arunachal Pradesh,1580,305,19.303797468354432
Sikkim,9766,1922,19.680524267868112
Manipur,8247,1628,19.74051170122469
Andhra Pradesh,788,185,23.477157360406093
Tamil Nadu,2328,599,25.730240549828174
Chhattisgarh,3005,512,17.03826955074875
Uttarakhand,5113,883,17.269704674359478
Rajasthan,722,104,14.40443213296399
Rajasthan,8863,2201,24.833577795328896
Haryana,4693,1216,25.910931174089068
Assam,2649,292,11.023027557568895
Nagaland,6386,1071,16.771061697463203
Manipur,9521,1330,13.969120890662746
West Bengal,4690,646,13.773987206823026
Chhattisgarh,7725,1582,20.478964401294498
Jharkhand,3718,1063,28.59064012910167
Himachal Pradesh,5362,1338,24.95337560611712
Rajasthan,7545,1713,22.703777335984096
Rajasthan,8858,1983,22.386543237751187
Telangana,8847,1475,16.672318299988696
Mizoram,7915,2087,26.367656348704994
Haryana,6111,1478,24.185894288987072
West Bengal,6367,1179,18.517355112297786
Kerala,9834,1797,18.273337400854178
Karnataka,9564,1127,11.783772480133834
Maharashtra,5587,627,11.2224807589046
Tripura,3309,652,19.703838017527957
Meghalaya,9422,1200,12.736149437486732
Uttar Pradesh,8356,1249,14.947343226424126
Jharkhand,9051,1538,16.992597503038336
West Bengal,6176,1422,23.02461139896373
Uttarakhand,1198,287,23.95659432387312
Goa,5033,760,15.100337770713294
Assam,6805,783,11.50624540778839
Gujarat,7289,1500,20.578954589106875
Jharkhand,7074,1253,17.71275091885779
Maharashtra,6906,967,14.00231682594845
Goa,4827,972,20.136730888750776
Gujarat,2512,430,17.117834394904456
Uttarakhand,2696,498,18.47181008902077
Sikkim,5317,1536,28.888470942260675
Bihar,3131,381,12.168636218460556
Kerala,5144,519,10.089424572317263
Karnataka,4489,539,12.007128536422366
Kerala,6450,747,11.581395348837209
Manipur,3377,774,22.919751258513475
Punjab,572,138,24.125874125874127
Uttarakhand,3429,703,20.501603966170894
Kerala,3529,561,15.896854633040522
Mizoram,4234,631,14.9031648559282
Bihar,9933,1230,12.382965871337964
Rajasthan,6046,1669,27.605028117763812
Nagaland,4311,844,19.57782417072605
Mizoram,6810,857,12.584434654919235
Karnataka,7520,1419,18.86968085106383
Uttar Pradesh,5917,1194,20.179144836910595
Jharkhand,2881,411,14.265879902811523
Bihar,6205,1201,19.35535858178888
Uttar Pradesh,4559,1205,26.431234919938586
Uttarakhand,9174,2705,29.485502507085243
Punjab,3059,780,25.498528931023213
Meghalaya,3933,894,22.73073989321129
West Bengal,8367,959,11.461694753197085
Chhattisgarh,1066,250,23.452157598499063
Gujarat,6346,1836,28.931610463283956
Sikkim,2729,604,22.132649322096007
Haryana,7094,972,13.701719763180154
Nagaland,2612,357,13.667687595712097
Sikkim,7141,1697,23.76417868645848
Telangana,9503,2800,29.46437966957803
Madhya Pradesh,4301,445,10.346431062543594
Gujarat,8579,1042,12.145937754983098
Kerala,6284,989,15.738383195416933
Kerala,7159,940,13.130325464450344
Tamil Nadu,7479,1395,18.65222623345367
Manipur,2082,364,17.483189241114314
Kerala,8430,982,11.648873072360617
Gujarat,4487,1120,24.960998439937597
Maharashtra,6248,1213,19.414212548015364
Maharashtra,4270,765,17.915690866510538
Nagaland,4676,1056,22.583404619332764
Himachal Pradesh,3174,835,26.307498424700693
Chhattisgarh,5478,1269,23.16538882803943
Odisha,1462,350,23.93980848153215
Mizoram,7981,1688,21.15023180052625
Assam,1210,270,22.31404958677686
West Bengal,2526,677,26.80126682501979
Himachal Pradesh,6436,788,12.243629583592293
Kerala,3247,393,12.103480135509702
Meghalaya,686,100,14.577259475218659
Punjab,5855,1655,28.266438941076004
Telangana,3116,337,10.815147625160462
Meghalaya,9049,2068,22.85335396176373
Maharashtra,9249,1320,14.271813168991244
Manipur,5233,1294,24.727689661761897
Manipur,8760,2106,24.04109589041096
Odisha,1340,166,12.388059701492537
Manipur,3332,857,25.7202881152461
Maharashtra,5799,1124,19.382652181410588
Arunachal Pradesh,4257,709,16.6549213060841
Chhattisgarh,7140,1367,19.145658263305325
Rajasthan,1006,224,22.266401590457257
Karnataka,9976,2609,26.152766639935848
Rajasthan,9486,1235,13.019186169091293
Odisha,3296,437,13.25849514563107
Chhattisgarh,575,120,20.869565217391305
Himachal Pradesh,7135,805,11.282410651716889
Telangana,4242,1153,27.180575200377184
Uttarakhand,524,94,17.938931297709924
Jharkhand,6591,661,10.028827188590503
Manipur,7713,2013,26.098794243485024
Maharashtra,645,167,25.891472868217054
Madhya Pradesh,1209,230,19.02398676592225
Manipur,818,142,17.359413202933986
Himachal Pradesh,3662,979,26.73402512288367
Maharashtra,909,176,19.36193619361936
Jharkhand,4353,1154,26.510452561451874
Manipur,8968,1095,12.21008028545941
Madhya Pradesh,9208,2686,29.17028670721112
Goa,8599,1535,17.85091289684847
Maharashtra,2588,642,24.80680061823802
Kerala,8566,1391,16.238617791267803
Madhya Pradesh,6587,1365,20.722635494155153
Jharkhand,830,218,26.265060240963855
Nagaland,1871,335,17.904863709246392
Tripura,9345,1694,18.127340823970037
West Bengal,2391,353,14.763697197825179
Himachal Pradesh,5266,1444,27.421192556019747
Meghalaya,6385,1776,27.815191855912296
Tamil Nadu,3038,661,21.757735352205398
Andhra Pradesh,9075,1769,19.493112947658403
Madhya Pradesh,7146,1861,26.04254128183599
Mizoram,3048,369,12.106299212598424
Odisha,9589,985,10.272186880800918
Punjab,7578,980,12.932172077065188
Madhya Pradesh,8004,1735,21.676661669165416
Odisha,9600,1461,15.21875
Nagaland,7732,825,10.669943093636833
Kerala,1295,211,16.293436293436294
Meghalaya,2665,670,25.14071294559099
Uttar Pradesh,652,154,23.619631901840492
Sikkim,2774,375,13.518385003604902
Tamil Nadu,1142,257,22.504378283712782
Nagaland,9490,1461,15.395152792413066
Uttarakhand,8978,2387,26.58721318779238
West Bengal,5433,575,10.583471378612185
Madhya Pradesh,9011,2105,23.360337365442238
Himachal Pradesh,2404,435,18.094841930116473
West Bengal,7372,1972,26.74986435160065
Haryana,3450,463,13.420289855072465
Kerala,9153,2242,24.494701190866383
Haryana,901,215,23.86237513873474
Bihar,6169,1404,22.75895607067596
Rajasthan,7943,1781,22.42225859247136
Jharkhand,4918,1175,23.891825945506305
Tamil Nadu,7340,974,13.26975476839237
Jharkhand,7051,1448,20.53609417103957
Tamil Nadu,4400,966,21.954545454545453
Rajasthan,9237,2559,27.703799935043843
Kerala,6623,1083,16.352106296240372
Nagaland,7079,1308,18.477186043226446
Odisha,1286,322,25.038880248833596
Mizoram,3998,647,16.18309154577289
Andhra Pradesh,6229,866,13.902713116069995
Uttarakhand,5405,1446,26.753006475485662
Haryana,5585,1033,18.495971351835273
Tamil Nadu,9826,2853,29.035212700997352
Odisha,9792,1505,15.36968954248366
Uttarakhand,6960,941,13.520114942528735
Kerala,6811,1031,15.137277932755836
Uttar Pradesh,3884,397,10.22142121524202
Uttarakhand,1746,430,24.627720504009165
Madhya Pradesh,9820,1152,11.731160896130346
Maharashtra,3638,482,13.249037932930182
Himachal Pradesh,1668,355,21.282973621103118
Himachal Pradesh,4552,1362,29.920913884007028
Odisha,3138,856,27.278521351179098
Nagaland,8403,2263,26.930858026895155
Karnataka,4643,464,9.993538660348912
Madhya Pradesh,1412,373,26.41643059490085
Assam,1059,267,25.21246458923513
Kerala,6126,1787,29.1707476330395
Telangana,8802,1326,15.064758009543286
Gujarat,522,114,21.839080459770116
Manipur,2519,485,19.25367209210004
Manipur,4927,529,10.736756647046883
Tamil Nadu,8090,1665,20.580964153275648
Odisha,2621,418,15.948111407859594
Kerala,3445,552,16.02322206095791
Arunachal Pradesh,2947,660,22.395656599932135
Manipur,6408,732,11.423220973782772
Goa,1358,397,29.23416789396171
Gujarat,8864,2110,23.804151624548737
Uttar Pradesh,1920,571,29.739583333333336
Meghalaya,9955,2250,22.601707684580614
Madhya Pradesh,6440,1704,26.459627329192546
Jharkhand,1519,436,28.703094140882158
Bihar,8377,1536,18.335919780350963
Jharkhand,5321,912,17.139635406878405
West Bengal,1296,269,20.756172839506174
Rajasthan,2939,446,15.175229669955767
